VNUM	NAME	RANK	TYPE	BATTLE_TYPE	LEVEL	SIZE	AI_FLAG	MOUNT_CAPACITY	RACE_FLAG	IMMUNE_FLAG	EMPIRE	FOLDER	ON_CLICK	ST	DX	HT	IQ	DAMAGE_MIN	DAMAGE_MAX	MAX_HP	REGEN_CYCLE	REGEN_PERCENT	GOLD_MIN	GOLD_MAX	EXP	DEF	ATTACK_SPEED	MOVE_SPEED	AGGRESSIVE_HP_PCT	AGGRESSIVE_SIGHT	ATTACK_RANGE	DROP_ITEM	RESURRECTION_VNUM	ENCHANT_CURSE	ENCHANT_SLOW	ENCHANT_POISON	ENCHANT_STUN	ENCHANT_CRITICAL	ENCHANT_PENETRATE	RESIST_SWORD	RESIST_TWOHAND	RESIST_DAGGER	RESIST_BELL	RESIST_FAN	RESIST_BOW	RESIST_FIRE	RESIST_ELECT	RESIST_MAGIC	RESIST_WIND	RESIST_POISON	DAM_MULTIPLY	SUMMON	DRAIN_SP	MOB_COLOR	POLYMORPH_ITEM	SKILL_LEVEL0	SKILL_VNUM0	SKILL_LEVEL1	SKILL_VNUM1	SKILL_LEVEL2	SKILL_VNUM2	SKILL_LEVEL3	SKILL_VNUM3	SKILL_LEVEL4	SKILL_VNUM4	SP_BERSERK	SP_STONESKIN	SP_GODSPEED	SP_DEATHBLOW	SP_REVIVE
2094	진여왕거미	KING	MONSTER	MELEE	72		AGGR	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_queen	0	95	71	48	24	102	190	1277520	20	20	51740	77610	208800	73	110	100	100	2000	150	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2076	10	0	0	40	261	0	0	0	0	0	0	0	0	20	20	0	30	40
2095	거미의 알	KING	MONSTER	MELEE	70		NOMOVE	0	INSECT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	spider_egg	0	67	45	89	22	0	0	193408	30	20	0	0	5000	150	0	0	100	2000	350	0	0	0	0	0	0	0	0	70	70	70	70	70	70	70	70	70	70	70	1	2071	10	0	0	0	0	0	0	0	0	0	0	0	0	20	20	0	30	40
2101	????	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	45	55	784	5	7	92	138	554	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	0	0	0	0	0	100	100	100	100	100	10	1.4	0	0	0	70105	0	0	0	0							0	0	0	0	0
2102	????	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	62	115	1877	5	7	168	253	1252	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	1	0	1	0	1	-10	0	0	0	0	0	1.4	0	0	0	70105	0	0	0	0							0	0	0	0	0
2103	????	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	65	120	2025	5	7	176	265	1319	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	1	0	1	0	-15	0	0	0	0	0	1.4	0	0	0	70105	0	0	0	0							0	0	0	0	0
2104	????	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	91	111	3228	12	12	254	381	2478	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	1	1	2	1	1	-10	0	0	0	0	0	1.8	0	0	0	70106	0	0	0	0							0	0	0	0	0
2105	????	KNIGHT	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	95	116	2598	8	7	558	837	2646	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	0	0	-10	0	0	2	0	0	10	0	0	1.8	0	0	0	0	0	0	0	0							0	0	0	0	0
2106	??????	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	87	130	3692	12	12	276	414	2702	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	1	1	1	0	0	-15	0	0	0	0	0	1.8	0	0	0	70106	0	0	0	0							0	0	0	0	0
2107	??????	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	90	136	2957	8	7	603	904	2870	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	-5	-10	-5	0	0	2	0	0	10	0	0	1.8	0	0	0	0	0	0	0	0							0	0	0	0	0
2108	??????	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	95	143	6969	4	12	404	607	6076	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	10	0	0	0	-20	0	0	0	0	0	2	0	0	0	70107	0	0	0	0							0	0	0	0	0
2131	????	PAWN	MONSTER	MELEE	60			0	INSECT		0	scorpionman_sword	0	77	58	39	20	144	176	3771	12	10	533	798	4956	80	110	120	100	2000	150	30045	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1.89	0	0	0	70104	0	0	0	0							5	2	0	0	0
2132	????	S_PAWN	MONSTER	RANGE	62			0	INSECT		0	scorpionman_bow	0	80	60	40	20	132	198	4028	7	10	552	828	5292	83	110	120	100	2000	850	30055	0	0	0	5	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	1.89	0	0	0	70105	0	0	0	0							5	2	0	0	0
2133	??????	KNIGHT	MONSTER	MELEE	64			0	INSECT		0	snakeman_sword	0	82	62	41	21	137	206	6714	12	15	698	1047	5404	86	110	120	100	2000	150	30022	0	0	0	5	1	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70106	0	0	0	0							5	2	0	0	0
2134	??????	KNIGHT	MONSTER	RANGE	66			0	INSECT		0	snakeman_bow	0	84	63	42	21	159	195	7149	7	10	723	1085	5740	89	110	120	100	2000	850	30067	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70106	0	0	0	0							5	2	0	0	0
2135	??????	S_KNIGHT	MONSTER	MELEE	68			0	INSECT		0	outlaw	0	87	65	43	22	164	201	7602	20	25	747	1121	12152	93	110	120	100	2000	150	0	0	0	0	3	0	5	0	0	-5	0	0	0	0	-20	-20	0	0	10	2.1	0	0	0	70107	0	0	0	0							5	2	0	0	0
2151	??? ????	S_PAWN	MONSTER	MELEE	19			0	DESERT		0	fennec_fox	0	18	24	12	6	54	66	627	5	7	92	138	388	24	100	200	0	2000	175	0	0	0	0	0	0	0	5	0	0	0	0	0	100	100	100	100	100	10	1.4	0	0	16764108	70105	0	0	0	0							0	0	0	0	0
2152	??? ????	S_PAWN	MONSTER	MELEE	37			0	DESERT		0	evil_eye	0	52	24	36	12	74	138	1502	5	7	168	253	876	43	100	100	100	2000	175	0	0	0	0	0	3	0	5	1	0	1	0	1	-10	0	0	0	0	0	1.4	0	0	16764108	70105	0	0	0	0							0	0	0	0	0
2153	??? ????	S_PAWN	MONSTER	MELEE	39			0	DESERT		0	giant_scorpion	0	41	51	30	13	78	144	1620	5	7	176	265	923	45	100	80	100	2000	175	30046	0	0	0	0	0	0	5	0	1	0	1	0	-15	0	0	0	0	0	1.4	0	0	16764108	70105	0	0	0	0							0	0	0	0	0
2154	??? ????	KNIGHT	MONSTER	MELEE	44			0	DESERT	POISON	0	scorpionman_sword	0	50	28	37	14	109	133	2582	12	12	254	381	1735	51	110	120	100	2000	175	30045	0	0	0	5	0	0	5	1	1	2	1	1	-10	0	0	0	0	0	1.8	0	0	16764108	70106	0	0	0	0							0	0	0	0	0
2155	??? ????	S_PAWN	MONSTER	RANGE	47			0	DESERT	POISON	0	scorpionman_bow	0	59	30	22	15	114	139	2079	8	7	558	837	1852	54	60	70	100	2000	850	30055	0	0	0	5	0	5	5	0	0	-10	0	0	2	0	0	10	0	0	1.8	0	0	16764108	0	0	0	0	0							0	0	0	0	0
2156	??? ??????	KNIGHT	MONSTER	MELEE	48			0	DESERT	POISON	0	snakeman_sword	0	79	27	36	15	104	156	2954	12	12	276	414	1891	55	110	110	100	2000	175	30022	0	0	0	5	0	0	5	1	1	1	0	0	-15	0	0	0	0	0	1.8	0	0	16764108	70106	0	0	0	0							0	0	0	0	0
2157	??? ??????	KNIGHT	MONSTER	RANGE	51			0	DESERT	POISON	0	snakeman_bow	0	64	28	24	16	108	163	2365	8	7	603	904	2009	58	60	110	100	2000	850	30067	0	0	0	5	0	0	5	-5	-10	-5	0	0	2	0	0	10	0	0	1.8	0	0	16764108	0	0	0	0	0							0	0	0	0	0
2158	??? ??????	S_KNIGHT	MONSTER	MELEE	54			0	DESERT		0	outlaw	0	61	68	44	17	114	172	5575	4	12	404	607	4253	62	100	120	100	2000	175	0	0	0	0	0	0	5	5	0	10	0	0	0	-20	0	0	0	0	0	2	0	0	16764108	70107	0	0	0	0							0	0	0	0	0
2191	??????	BOSS	MONSTER	MELEE	67		AGGR	0	DESERT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	64	43	85	21	102	190	146320	9	12	820	1230	21520	76	100	100	100	2000	300	0	0	0	0	0	0	0	0	100	0	100	100	100	100	20	20	20	20	10	2	0	20	0	0	40	256	30	256							0	10	0	0	0
2192	???????	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN,DEATHBLOW,REVIVE	0	DESERT,ATT_WIND	STUN,SLOW,CURSE,TERROR	0	giant_desert_turtle	0	122	91	61	30	150	278	2568600	30	20	23400	35100	356400	90	150	160	100	2000	350	0	0	0	0	0	0	15	20	30	25	30	30	30	50	100	50	50	50	20	2.28	2414	10	16764879	0	40	256	30	256							20	20	0	30	40
2201	?????	S_PAWN	MONSTER	MELEE	69			0	FIRE,ATT_FIRE		0	fire_tiger	0	84	42	63	21	130	159	5550	3	7	283	424	997	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1.68	0	0	0	70105	0	0	0	0							0	0	0	0	0
2202	??	S_PAWN	MONSTER	MAGIC	69			0	FIRE,ATT_FIRE		0	fire_ghost	0	85	43	64	21	132	161	5550	3	7	292	438	997	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	0	-5	5	-10	-10	20	0	0	20	0	0	1.68	0	0	0	0	0	0	0	0							0	0	0	0	0
2203	???	KNIGHT	MONSTER	MELEE	70			0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	85	43	65	22	119	178	7592	7	12	395	592	1686	79	100	130	100	2000	175	30019	0	0	0	0	0	15	20	20	15	25	0	0	-25	0	0	0	0	0	2.16	0	0	0	70106	0	0	0	0							0	0	0	0	0
2204	???	KNIGHT	MONSTER	POWER	71			0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	86	43	65	22	105	195	7782	7	12	413	620	1710	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	-5	-10	0	5	5	-20	0	0	0	0	0	2.16	0	0	0	70106	0	0	0	0							0	20	0	0	0
2205	????	S_KNIGHT	MONSTER	POWER	72			0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	106	198	12459	3	12	517	776	3468	81	100	130	100	2000	175	30091	0	0	0	0	0	15	20	0	0	5	0	0	-25	0	0	10	0	0	2.4	0	0	0	70107	0	0	0	0							0	0	20	0	0
2206	???	BOSS	MONSTER	MELEE	73			0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	109	203	51024	7	12	892	1338	17580	82	100	130	100	2000	175	0	0	0	0	0	50	15	20	0	10	0	10	0	-20	0	0	10	0	0	2.4	0	0	0	0	40	256	0	0							20	0	0	0	0
2207	????	BOSS	MONSTER	MELEE	73		AGGR	0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_king	0	91	46	66	23	110	205	356080	25	20	68700	103050	240800	82	110	130	100	2000	150	0	0	0	0	0	50	15	20	40	35	40	40	40	40	0	0	60	0	0	2.28	2205	0	0	0	40	256	0	0							20	0	0	0	0
2231	??? ?????	S_PAWN	MONSTER	MELEE	69			0	FIRE,ATT_FIRE		0	fire_tiger	0	84	42	63	21	156	191	4440	3	7	283	424	698	78	100	130	100	2000	175	30042	0	0	0	0	0	15	20	15	10	20	15	15	-10	0	0	0	0	0	1.68	0	0	16764108	70105	0	0	0	0							0	0	0	0	0
2232	??? ??	S_PAWN	MONSTER	MAGIC	69			0	FIRE,ATT_FIRE		0	fire_ghost	0	85	43	64	21	158	193	4440	3	7	292	438	698	78	100	130	100	2000	850	0	0	0	0	0	0	15	20	0	-5	5	-10	-10	20	0	0	20	0	0	1.68	0	0	16764108	0	0	0	0	0							0	0	0	0	0
2233	??? ???	KNIGHT	MONSTER	MELEE	70			0	FIRE,ATT_FIRE		0	fire_tiger_boss	0	85	43	65	22	143	214	6073	7	12	395	592	1180	79	100	130	100	2000	175	30019	0	0	0	0	0	15	20	20	15	25	0	0	-25	0	0	0	0	0	2.16	0	0	16764108	70106	0	0	0	0							0	0	0	0	0
2234	??? ???	KNIGHT	MONSTER	POWER	71			0	FIRE,ATT_FIRE	CURSE	0	fire_man	0	86	43	65	22	126	234	6225	7	12	413	620	1197	80	100	130	100	2000	175	0	0	0	0	0	0	15	20	-5	-10	0	5	5	-20	0	0	0	0	0	2.16	0	0	16764108	70106	0	0	0	0							0	20	0	0	0
2235	??? ????	S_KNIGHT	MONSTER	POWER	72			0	FIRE,ATT_FIRE	SLOW,CURSE	0	fire_knight	0	89	44	66	22	127	238	9967	3	12	517	776	2428	81	100	130	100	2000	175	30091	0	0	0	0	0	15	20	0	0	5	0	0	-25	0	0	10	0	0	2.4	0	0	16764108	70107	0	0	0	0							0	0	20	0	0
2291	??	KING	MONSTER	MELEE	75		AGGR	0	FIRE,ATT_FIRE	STUN,SLOW,CURSE,TERROR	0	fire_dragon	0	99	69	65	23	110	205	489610	24	22	916	1374	135450	84	100	130	100	2000	1000	0	0	0	0	0	0	15	20	30	30	30	30	30	50	100	50	50	50	20	2.64	2205	10	0	0	0	0	0	0							20	20	0	0	0
2301	??	PAWN	MONSTER	RANGE	65		AGGR,NOMOVE	0	ATT_EARTH		0	ent_trent	0	75	57	50	10	115	172	2261	3	5	344	516	768	67	100	100	100	2000	650	0	0	0	3	0	0	5	5	0	-5	0	-10	-10	50	0	0	30	0	0	1.12	0	5	0	0	0	0	0	0							0	0	0	0	0
2302	????	PAWN	MONSTER	MELEE	67			0	ATT_EARTH		0	ent_guru	0	92	42	65	10	134	164	3939	3	5	358	537	803	72	120	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-10	0	5	5	5	0	0	15	0	0	1.12	0	5	0	0	0	0	0	0							0	0	0	0	0
2303	??	S_PAWN	MONSTER	RANGE	69			0	ATT_EARTH		0	ent_hu	0	86	55	65	10	127	190	3548	5	5	616	924	1031	76	100	100	100	2000	650	0	0	0	0	10	0	0	0	10	15	5	-10	-10	10	0	0	10	0	0	1.44	0	10	0	0	0	0	0	0							0	0	0	0	0
2304	????	S_PAWN	MONSTER	MELEE	70			0	ATT_EARTH	SLOW,CURSE	0	ent_red	0	89	49	77	10	114	211	5206	5	10	632	948	1058	79	115	100	100	2000	150	0	0	0	0	0	0	5	5	-5	-10	-5	5	5	5	0	0	15	0	0	1.44	0	15	0	0	0	0	0	0							0	0	0	0	0
2305	???	KNIGHT	MONSTER	MELEE	71		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	94	75	75	10	118	219	7214	7	5	905	1358	1833	83	115	100	100	2000	150	0	0	0	0	3	0	5	10	10	5	10	15	15	0	0	0	20	0	0	1.6	0	15	0	70106	0	0	0	0							0	0	0	0	0
2306	????	BOSS	MONSTER	MELEE	84		AGGR	0	ATT_EARTH		0	ent_huge	0	99	84	70	10	118	219	353840	12	10	38560	57840	27236	86	100	130	100	2000	300	0	0	0	0	0	3	15	20	10	15	10	15	15	-5	0	0	60	0	0	3	2304	35	0	0	0	0	0	0							20	0	0	0	0
2307	????	KING	MONSTER	MELEE	86		AGGR	0	ATT_EARTH		0	ent_elder	0	121	76	65	10	120	224	452900	30	20	73200	109800	250800	90	100	130	100	2000	300	0	0	0	5	5	10	15	20	10	15	10	20	20	0	0	0	50	0	0	4.8	2305	40	0	0	0	0	0	0							20	0	0	0	0
2311	???	S_PAWN	MONSTER	RANGE	74		AGGR,NOMOVE	0	ATT_EARTH		0	ent_trent	0	75	57	50	10	128	193	3596	3	5	624	936	1069	67	100	130	100	2000	900	0	0	0	3	0	0	15	20	0	-5	0	-10	-10	50	0	0	50	0	0	1.44	0	15	16764879	0	0	0	0	0							0	0	0	0	0
2312	?????	KNIGHT	MONSTER	MELEE	76			0	ATT_EARTH		0	ent_guru	0	92	42	65	10	148	181	7032	3	5	640	960	1830	72	120	130	100	2000	150	0	0	0	0	0	0	15	20	-5	-10	0	5	5	5	0	0	25	0	0	1.6	0	15	16764879	70106	0	0	0	0							0	0	0	0	0
2313	???	KNIGHT	MONSTER	RANGE	77			0	ATT_EARTH		0	ent_hu	0	86	55	65	10	133	200	5699	5	5	894	1341	1854	76	100	170	100	2000	650	0	0	0	0	10	0	5	15	10	15	5	-10	-10	10	0	0	30	0	0	1.6	0	20	16764879	0	0	0	0	0							0	0	0	0	0
2314	?????	S_KNIGHT	MONSTER	MELEE	80		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_red	0	89	49	77	10	120	224	11558	5	10	928	1392	3852	79	115	150	100	2000	150	0	0	0	0	0	0	15	20	-5	-10	-5	5	5	5	0	0	35	0	0	1.92	0	25	16764879	70107	0	0	0	0							0	0	0	0	0
2315	????	S_KNIGHT	MONSTER	MELEE	82		AGGR	0	ATT_EARTH	SLOW,CURSE	0	ent_black	0	94	75	75	10	123	229	11843	7	5	1212	1819	3948	83	115	150	100	2000	150	0	0	0	0	3	0	15	20	10	5	10	15	15	0	0	0	40	0	0	1.92	0	25	16764879	70107	0	0	0	0							0	0	0	0	0
2401	????	PAWN	MONSTER	MELEE	87		AGGR,BERSERK	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_footman	0	107	53	80	26	167	201	12635	3	14	660	990	7050	67	110	130	110	2000	50	0	0	0	3	0	0	5	5	0	0	0	10	10	10	0	0	30	0	0	2.5	0	5	0	0	0	0	0	0							30	0	0	0	0
2402	????	PAWN	MONSTER	RANGE	89		AGGR,GODSPEED	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_bowman	0	82	110	55	27	191	222	10283	5	14	674	1011	7212	72	105	150	100	2000	650	0	0	0	0	0	0	5	5	20	20	0	0	0	-30	0	0	10	0	0	2.5	0	5	0	0	0	0	0	0							0	0	30	0	0
2403	????	S_PAWN	MONSTER	RANGE	89		AGGR,REVIVE	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_magician	0	82	55	110	27	151	235	16784	5	14	1092	1638	8658	76	100	150	100	2000	700	0	0	0	0	10	10	0	0	10	10	25	-5	-5	30	0	0	-30	0	0	3	0	10	0	0	0	0	0	0							0	0	0	0	30
2404	????	S_PAWN	MONSTER	MELEE	90		AGGR,STONESKIN	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_officer	0	111	83	55	28	172	235	22272	7	20	1104	1656	8754	79	110	130	100	2000	50	0	0	0	0	0	0	5	5	10	10	5	-5	-5	10	0	0	15	0	0	4	0	15	0	0	0	0	0	0							0	20	0	0	0
2411	?????	S_PAWN	MONSTER	MELEE	91		AGGR,BERSERK	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_footman	0	112	84	56	28	154	239	17000	3	14	1100	1550	19474	78	115	130	100	2000	50	0	0	0	5	0	0	6	3	10	0	15	30	25	15	0	0	30	0	0	2.5	0	15	16764879	0	0	0	0	0							30	0	0	0	0
2412	?????	KNIGHT	MONSTER	RANGE	93		AGGR,GODSPEED	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_bowman	0	86	114	57	29	188	239	15390	3	14	1055	1582	19920	82	110	150	100	2000	700	0	0	0	0	3	3	6	6	30	25	10	0	10	5	0	0	20	0	0	2.6	0	15	16764879	0	0	0	0	0							0	0	30	0	0
2413	?????	KNIGHT	MONSTER	RANGE	95		AGGR,REVIVE	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_magician	0	88	58	117	29	205	256	21724	4	14	1746	2620	20354	88	110	150	100	2000	700	0	0	0	10	0	10	2	2	30	40	5	30	25	0	0	0	40	0	0	3.3	0	30	16764879	0	0	0	0	0							0	0	0	0	50
2414	?????	S_KNIGHT	MONSTER	MELEE	97		AGGR,STONESKIN	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_officer	0	119	89	60	30	222	273	41400	5	20	1782	2673	41580	95	105	130	100	2000	50	0	0	0	5	0	5	8	8	30	20	20	10	5	20	0	0	-10	0	0	3.8	0	20	16764879	0	0	0	0	0							0	30	0	0	0
2431	????	PAWN	MONSTER	MELEE	80		AGGR,BERSERK	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_footman	0	107	53	80	26	133	247	7090	3	7	660	990	26208	67	110	130	110	2000	50	0	0	0	3	0	0	5	5	0	-10	0	-10	-10	50	0	0	30	0	0	2.3	0	5	16764108	0	0	0	0	0							30	0	0	0	0
2432	????	PAWN	MONSTER	RANGE	82		AGGR,GODSPEED	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_bowman	0	82	110	55	27	136	252	5522	5	7	674	1011	26334	72	105	150	100	2000	650	0	0	0	0	0	0	5	5	-5	-15	0	5	5	5	0	0	15	0	0	2.6	0	5	16764108	0	0	0	0	0							0	0	30	0	0
2433	????	S_PAWN	MONSTER	RANGE	82		AGGR,REVIVE	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_magician	0	82	55	110	27	136	252	14784	5	7	1092	1638	33396	76	105	150	100	2000	650	0	0	0	0	10	10	0	0	10	10	5	-10	-10	10	0	0	10	0	0	3.3	0	10	16764108	0	0	0	0	0							0	0	0	0	30
2434	????	S_PAWN	MONSTER	MELEE	83		AGGR,STONESKIN	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_officer	0	111	83	55	28	137	255	20272	7	10	1104	1656	33468	79	115	130	100	2000	50	0	0	0	0	0	0	5	5	-5	-15	-5	5	5	5	0	0	15	0	0	4.3	0	15	16764108	0	0	0	0	0							0	20	0	0	0
2451	?????	S_PAWN	MONSTER	MELEE	84		AGGR,BERSERK	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_footman	0	112	84	56	28	139	257	16923	5	7	688	1033	10908	67	135	130	100	2000	50	0	0	0	3	0	0	15	20	0	-10	0	-10	-10	50	0	0	50	0	0	3.5	0	15	13421823	0	0	0	0	0							30	0	0	0	0
2452	?????	KNIGHT	MONSTER	RANGE	86		AGGR,GODSPEED	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_bowman	0	86	114	57	29	141	263	22608	5	7	703	1054	11154	72	130	150	100	2000	700	0	0	0	0	0	0	15	20	-5	-15	0	5	5	5	0	0	25	0	0	4	0	15	13421823	0	0	0	0	0							0	0	30	0	0
2453	?????	KNIGHT	MONSTER	RANGE	88		AGGR,REVIVE	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_magician	0	88	58	117	29	144	268	23634	7	7	1164	1746	11394	76	130	150	100	2000	700	0	0	0	0	10	10	5	15	10	10	5	-10	-10	10	0	0	30	0	0	4	0	20	13421823	0	0	0	0	0							0	0	0	0	30
2454	?????	S_KNIGHT	MONSTER	MELEE	90		AGGR,STONESKIN	0	DEVIL,ATT_ELEC	SLOW,CURSE,TERROR	0	ch_officer	0	119	89	60	30	147	273	39540	7	10	1188	1782	23286	79	140	130	100	2000	50	0	0	0	0	0	0	15	20	-5	-15	-5	5	5	5	0	0	35	0	0	6	0	25	13421823	0	0	0	0	0							0	30	0	0	0
2491	????	S_KNIGHT	MONSTER	MELEE	93		AGGR,BERSERK,DEATHBLOW,REVIVE	0	DEVIL,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	ch_general	0	119	89	60	30	144	268	320000	2	9	41500	67250	44700	92	140	130	100	2000	100	0	2492	0	0	0	5	15	15	45	45	35	30	30	45	0	0	20	0	0	4	2404	35	0	0	40	256	40	257							20	0	0	15	30
2492	?????	BOSS	MONSTER	MELEE	95		AGGR,BERSERK,DEATHBLOW,REVIVE	0	DEVIL,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	ch_general	0	119	89	60	30	147	268	900000	17	30	148500	222750	456600	92	140	130	100	2000	100	0	0	0	5	5	15	10	10	45	45	40	35	35	50	0	0	20	0	0	4.6	2414	40	0	0	40	256	40	257							20	0	0	20	30
2493	??	KING	MONSTER	MELEE	97		AGGR,BERSERK,STONESKIN	0	ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	ch_water_dragon	0	122	91	61	30	150	278	5000000	35	5	23400000	35100000	3564000	739	150	180	100	2000	350	0	0	0	0	0	0	15	20	0	0	0	0	0	0	100	50	0	50	0	2.2	2404	100	0	0	40	256	40	257							20	20	0	30	0
2494	????	S_KNIGHT	MONSTER	MELEE	88		AGGR,BERSERK,DEATHBLOW,REVIVE	0	DEVIL,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	ch_general	0	119	89	60	30	144	268	300000	4	14	31200	46800	44700	92	140	130	100	2000	100	0	2495	0	0	0	5	10	20	45	45	35	30	30	45	0	0	20	0	0	4	2404	35	0	0	40	256	40	257							20	0	0	15	30
2495	?????	BOSS	MONSTER	MELEE	90		AGGR,BERSERK,DEATHBLOW,REVIVE	0	DEVIL,ATT_ELEC	STUN,SLOW,CURSE,TERROR	0	ch_general	0	119	89	60	30	144	273	600000	8	16	118800	178200	456600	92	140	130	100	2000	100	0	0	0	5	5	15	10	10	45	45	40	35	35	50	0	0	20	0	0	4.2	2414	40	0	0	40	256	40	257							20	0	0	20	30
2501	??	PAWN	MONSTER	MELEE	79		AGGR,GODSPEED	0	UNDEAD,ATT_DARK	CURSE	0	zombie_diseased_kid	0	117	88	58	29	240	295	6206	5	7	478	717	739	93	110	100	90	2000	150	0	0	1	1	1	1	0	5	0	-5	0	0	0	0	0	0	0	0	10	1.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2502	???	S_PAWN	MONSTER	MELEE	80		AGGR,REVIVE	0	UNDEAD,ATT_DARK	CURSE	0	zombie_diseased_dog	0	118	59	89	30	243	297	7582	5	7	1176	1764	896	94	110	100	100	2000	150	0	0	1	1	1	1	0	10	0	-5	0	0	0	0	0	0	0	0	10	1.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2503	??? ?????	S_PAWN	MONSTER	MELEE	81		AGGR,STONESKIN	0	UNDEAD,ATT_DARK	CURSE	0	zombie_diseased_infector	0	89	60	120	30	245	300	7718	5	7	1188	1782	906	95	110	100	100	2000	150	0	0	1	1	1	1	0	5	0	-5	0	0	0	0	0	0	0	0	10	1.3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2504	??? ?????	KNIGHT	MONSTER	MELEE	82		AGGR,BERSERK	0	UNDEAD,ATT_DARK	CURSE	0	zombie_diseased_sword	0	90	120	60	30	248	302	10475	5	7	2214	3321	1526	96	110	100	100	2000	150	0	0	1	1	1	1	0	5	0	-5	0	0	0	0	0	0	0	0	10	1.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2505	??? ???? ???	KNIGHT	MONSTER	MELEE	83		AGGR,GODSPEED	0	UNDEAD,ATT_DARK	CURSE	0	zombie_diseased_spear	0	61	122	93	32	250	305	10660	5	7	2236	3355	1542	97	110	100	100	2000	150	0	0	1	1	1	1	0	10	0	-5	0	0	0	0	0	0	0	0	10	1.5	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
